Latitude,Longitude,Name,Details,Donate
"-8.0830696,30.7420379","TAGANTE","undefined","0"
"-8.0760563,30.7649885","AMEZNASSE","undefined","0"
"-8.086405,30.782915","TALEMSSAOUTE","undefined","0"
"-8.141293,30.7239656","TAKHOUCHTE","undefined","0"
"-8.072825,30.714231","IGUIRNOUDAR","undefined","0"
"-8.0666806,30.7166514","TOUG ELKHIR","undefined","0"
"-8.1592986,30.7136645","TIGHANIMINE","undefined","0"
"-8.1618192,30.7336391","KOULATE","undefined","0"
"-8.143126,30.7773978","TANFFETE","undefined","0"
"-8.1426502,30.7831657","TAWRIRT NIGUIDI","undefined","0"
"-8.1028861,30.7369977","TINFIL","undefined","0"
"-8.104642,30.738593","AGNI NIGHEL","undefined","0"
"-8.420988,30.620164","AL MJARDINE","undefined","0"
"-8.42015,30.629913","ZAOUIAT EL","undefined","0"
"-8.401844,30.626051","IMNACH","undefined","0"
"-8.415021,30.618938",""TAGADIRT N""AIT","undefined","0"
"-8.335755,30.648645","TINNIGT","undefined","0"
"-8.394905,30.613449","AIT BAMAR","undefined","0"
"-8.378186,30.63788","TACHADIRTE","undefined","0"
"-8.361594,30.636401","TAZOUKANIT","undefined","0"
"-8.35474,30.639684","AIN OUGAYDA","undefined","0"
"-8.583368,30.797586","AGUERD OURIGH","undefined","0"
"-8.584019,30.793266","TIGHINMIMT","undefined","0"
"-8.595383,30.7911","TIZA-YRHE","undefined","0"
"-8.578571,30.822928","AL KHOUMS","undefined","0"
"-8.582267,30.846144","AMANDAR","undefined","0"
"-8.569436,30.865613","TALMODAT","undefined","0"
"-8.554155,30.868735","AMGUERNIS","undefined","0"
"-8.553546,30.864393","TITBIRINE","undefined","0"
"-8.608603,30.848287","TAMSOULT","undefined","0"
"-8.628602,30.827803","IHERFACH","undefined","0"
"-8.626531,30.858574","TISSALE","undefined","0"
"-8.626486,30.84607","IRHIL","undefined","0"
"-8.624127,30.775421","IGUIANE","undefined","0"
"-8.620542,30.772636","TAKHAZNIT","undefined","0"
"-8.603671,30.778256","TAKOUCHT","undefined","0"
"-8.588845,30.777083","OUZIGHIMT","undefined","0"
"-8.642763,30.748725","IGHAZRA","undefined","0"
"-8.595165,30.752644","TIRAZAT","undefined","0"
"-8.619283,30.750303","IMINTFARKI","undefined","0"
"-8.636859,30.746919","IFASFASS","undefined","0"
"-8.5543637,30.7126937","TAGOUNSSIM","undefined","0"
"-8.5508845,30.701681","ZAOUIAT BOU","undefined","0"
"-8.5420595,30.7005462","SINS","undefined","0"
"-8.5458826,30.7296705","TALGJOUNT","undefined","0"
"-8.5464236,30.7397158",""IGUER N""OUFELLA"","undefined","0"
"-8.5166185,30.7882496","ABOUZIANE","undefined","0"
"-8.5151097,30.7603348","BOUYAKHFAOUN","undefined","0"
"-8.513156,30.817948","TIZKI","undefined","0"
"-8.5164208,30.7854499","AFZA","undefined","0"
"-8.481244,30.7822852",""AGADIR OU","undefined","0"
"-8.486973,30.785693","AZROU TAOUINAKHT","undefined","0"
"-8.4664382,30.7583169","AIN AGOURAM","undefined","0"
"-8.476549,30.755867","TAWRIRT ACHBAROU","undefined","0"
"-8.443916,30.767328","AIT YOUSSEF","undefined","0"
"-8.337156,30.835761","IDAGHASSANE","undefined","0"
"-8.343039,30.810572","AIT OUABDI","undefined","0"
"-8.344261,30.82714","AMSKRAR","undefined","0"
"-8.366903,30.804805","MSSOUNA","undefined","0"
"-8.3910266,30.7739891","TOUKHRIBINE","undefined","0"
"-8.3862657,30.7702661","AIT HAMMOU","undefined","0"
"-8.3817196,30.7675966","AIT ADDI","undefined","0"
"-8.3899739,30.7636374","MARKAZ TAFINGOULT","undefined","0"
"-8.2874189,30.7472801",""AOURIR N""IRK"","undefined","0"
"-8.2851296,30.7554902","TIFTIT","undefined","0"
"-8.2580103,30.7597391","AGDOUR","undefined","0"
"-8.2731106,30.7573455","AIT SLIMANE","undefined","0"
"-8.280465,30.839798","TAKHFAKHT","undefined","0"
"-8.281171,30.85859","AMGDOUL","undefined","0"
"-8.306346,30.817517","TIZIRT HAGUIRA","undefined","0"
"-8.305393,30.82245","AIT HADDOU","undefined","0"
"-8.302549,30.819776","TIOULI","undefined","0"
"-8.296354,30.81804","TAGOUDACHTE","undefined","0"
"-8.3133501,30.7648965","ALMDAD","undefined","0"
"-8.3045185,30.7934397","TAMIJARCHT","undefined","0"
"-8.318155,30.774272","AMGHAZ","undefined","0"
"-8.3403858,30.7671717","AMANE N-OULILI","undefined","0"
"-8.307994,30.714343","AIT YOUSS","undefined","0"
"-8.304507,30.714871","ICHCHOUKHRA","undefined","0"
"-8.308667,30.71156","START N-TOULOUA","undefined","0"
"-8.32138,30.721845","AIT HMID","undefined","0"
"-8.301174,30.715708","AIT ALI","undefined","0"
"-8.315317,30.711668","TARGANT","undefined","0"
"-8.326781,30.739066","AIT YOUSSAYH","undefined","0"
"-8.2995284,30.7405732","SIDI BOUNAGUA","undefined","0"
"-8.33201,30.732074","TOUCHAA","undefined","0"
"-8.336513,30.709929","TAWRAKT","undefined","0"
"-8.332701,30.71794","AIT HAMMOU","undefined","0"
"-8.3122,30.693037","AGADIR YATINE","undefined","0"
"-8.356078,30.716708","IGORGAR","undefined","0"
"-8.3370956,30.6928083","TAGHZRIFT","undefined","0"
"-8.316422,30.684193","AGADIR OUARAB","undefined","0"
